storm_id,kind,key,value,unit,event_date,scope,quote,source_title,source_url,source_local,accessed,note
2017-10-14,reversal,wilmette_mg,289.8,MG,2017-10-14/2017-10-15,event,"2017 10/14-10/15 2456.4 289.8 2,746.2","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,
2017-10-14,reversal,total_mg,2746.2,MG,2017-10-14/2017-10-15,event,"2017 10/14-10/15 2456.4 289.8 2,746.2","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,Reversal dates match the storm window exactly; no O'Brien Lock volume
2020-05-14,reversal,wilmette_mg,50.1,MG,2020-05-15,event,"2020 5/15 50.1 50.1","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,First of two reversal events inside this storm window
2020-05-14,reversal,total_mg,50.1,MG,2020-05-15,event,"2020 5/15 50.1 50.1","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,
2020-05-14,reversal,crcw_mg,1731.6,MG,2020-05-17/2020-05-18,event,"2020 5/17-5/18 1731.6 766.7 2,498.3","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,Second of two reversal events inside this storm window
2020-05-14,reversal,wilmette_mg,766.7,MG,2020-05-17/2020-05-18,event,"2020 5/17-5/18 1731.6 766.7 2,498.3","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,
2020-05-14,reversal,total_mg,2498.3,MG,2020-05-17/2020-05-18,event,"2020 5/17-5/18 1731.6 766.7 2,498.3","Reversals to Lake Michigan (1985 - Present), January 2026 update",https://mwrd.org/sites/default/files/2026-02/Reversals_2026_02_03.pdf,sources/mwrd-mr-reports/2026-reversals-to-lake-michigan-1985-present-january-2026.pdf,2026-09-23,No O'Brien Lock volume for either 2020 event
*,tarp,thornton_online,2015-11-26,date,2015-11-26/2015-11-27,context,"The Thornton Composite Reservoir became operational when it took water for the first time on November 26 and 27, 2015.","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,"Bears on the model's era configuration: Thornton is on line for the 2017 and 2020 storms only"
*,tarp,mccook_stage1_online,2018-01-22,date,2017-12/2018-01-22,context,"Stage 1 of the McCook Reservoir became operational in December 2017 and took water for the first time on January 22, 2018.","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,"Bears on the model's era configuration: McCook is on line for the 2020 storm only, not for 2017-10-14"
*,tarp,mccook_stage1_capture_bg,70.9,BG,2018-01-22/2020-12-31,cumulative,"Since that time and through the end of 2020, the reservoir captured a total of 70.9 BG of combined sewage, preventing it from polluting waterways and flooding homes.","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,Cumulative across all storms in the period; not attributable to any single storm
*,tarp,thornton_capture_bg,39,BG,2015-11-26/2020-12-31,cumulative,"Since that time and through the end of 2020, the reservoir captured a total of 39 BG of combined sewage during 89 storms events.","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,"Per-storm table exists but MWRD supplied it on a thumb drive appendix, not in the published PDF"
*,tarp,thornton_storm_events,89,count,2015-11-26/2020-12-31,cumulative,"Since that time and through the end of 2020, the reservoir captured a total of 39 BG of combined sewage during 89 storms events.","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,
*,tarp,mainstream_desplaines_capture_bg,121,BG,2017-12/2020-12-31,cumulative,"Overall, more than 121 BG of combined sewer overflows were captured by the Mainstream/Des Plaines TARP System since Stage 1 of McCook became operational.","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,Stated as a lower bound (more than)
*,cso,calumet_tarp_capture_pct,99.9,percent,2015-11-26/2020-12-31,cumulative,"Overall, more than 99.9 percent of combined sewer overflows have been captured by the Calumet TARP System since Thornton","MWRD 2020 NPDES Consent Decree Annual Report",https://mwrd.org/media/896,,2026-09-23,Sentence continues past the page break in the source PDF; quoted as extracted
*,impact,basements_flooded,70000,count,2023-07-02/2023-07-03,other-storm,"A storm dropping 3-8+ inches regionally left an estimated 70,000-plus homes flooded across Chicago's West Side, South Side and suburbs","docs/14-cso-outfalls-discharges.md, citing MWRD July 2-3 2023 storm follow-up",https://mwrd.org/news/july-2-3-2023-storm-follow,docs/14-cso-outfalls-discharges.md,2026-09-23,"Recorded here only to block misattribution: this figure belongs to the July 2-3 2023 storm, which is NOT one of the ten modelled storms. No flooded-basement count was found for any of the ten"
